ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
"Color [A=255, R=255, G=0, B=255]",Inline,Photons,15,Water,"20, 5"
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,0,6.56,10,3.18,
,0,6.46,10,2.63,
,0,6.36,10,2.36,
,0,6.26,10,2.43,
,0,6.16,10,2.53,
,0,6.06,10,2.61,
,0,5.96,10,2.68,
,0,5.86,10,2.73,
,0,5.76,10,2.77,
,0,5.66,10,2.9,
,0,5.56,10,3.02,
,0,5.46,10,3.14,
,0,5.36,10,3.27,
,0,5.26,10,3.4,
,0,5.16,10,3.49,
,0,5.06,10,3.62,
,0,4.96,10,3.76,
,0,4.86,10,3.92,
,0,4.76,10,4.09,
,0,4.66,10,4.28,
,0,4.56,10,4.53,
,0,4.46,10,4.73,
,0,4.36,10,4.95,
,0,4.26,10,5.21,
,0,4.16,10,5.53,
,0,4.06,10,5.91,
,0,3.96,10,6.32,
,0,3.86,10,6.74,
,0,3.76,10,7.26,
,0,3.66,10,7.9,
,0,3.56,10,8.64,
,0,3.46,10,9.48,
,0,3.36,10,10.52,
,0,3.26,10,12.02,
,0,3.16,10,13.92,
,0,3.06,10,16.29,
,0,2.96,10,19.29,
,0,2.86,10,23.39,
,0,2.76,10,29.81,
,0,2.66,10,38.08,
,0,2.56,10,47.14,
,0,2.46,10,56.55,
,0,2.36,10,65.94,
,0,2.26,10,74.82,
,0,2.16,10,81.78,
,0,2.06,10,86.16,
,0,1.96,10,89.37,
,0,1.86,10,91.86,
,0,1.76,10,93.89,
,0,1.66,10,95.53,
,0,1.56,10,96.41,
,0,1.46,10,97.22,
,0,1.36,10,97.83,
,0,1.26,10,98.3,
,0,1.16,10,98.74,
,0,1.06,10,99.17,
,0,0.96,10,99.33,
,0,0.86,10,99.58,
,0,0.76,10,99.78,
,0,0.66,10,99.9,
,0,0.56,10,99.99,
,0,0.46,10,100.1,
,0,0.36,10,100.2,
,0,0.26,10,100.15,
,0,0.16,10,100.09,
,0,0.06,10,100.04,
,0,-0.04,10,100,
,0,-0.14,10,99.99,
,0,-0.24,10,99.96,
,0,-0.34,10,100.03,
,0,-0.44,10,100.03,
,0,-0.54,10,100.01,
,0,-0.64,10,100.03,
,0,-0.74,10,100.05,
,0,-0.84,10,100.07,
,0,-0.94,10,100.09,
,0,-1.04,10,100.01,
,0,-1.14,10,99.77,
,0,-1.24,10,99.34,
,0,-1.34,10,98.64,
,0,-1.44,10,97.92,
,0,-1.54,10,96.99,
,0,-1.64,10,95.78,
,0,-1.74,10,94.26,
,0,-1.84,10,92.42,
,0,-1.94,10,90.1,
,0,-2.04,10,86.56,
,0,-2.14,10,81.31,
,0,-2.24,10,74.63,
,0,-2.34,10,66.73,
,0,-2.44,10,57.83,
,0,-2.54,10,48.16,
,0,-2.64,10,39.15,
,0,-2.74,10,31.33,
,0,-2.84,10,24.93,
,0,-2.94,10,20,
,0,-3.04,10,16.35,
,0,-3.14,10,13.66,
,0,-3.24,10,12.11,
,0,-3.34,10,10.8,
,0,-3.44,10,9.68,
,0,-3.54,10,8.74,
,0,-3.64,10,7.97,
,0,-3.74,10,7.35,
,0,-3.84,10,6.8,
,0,-3.94,10,6.32,
,0,-4.04,10,5.89,
,0,-4.14,10,5.52,
,0,-4.24,10,5.21,
,0,-4.34,10,4.91,
,0,-4.44,10,4.68,
,0,-4.54,10,4.45,
,0,-4.64,10,4.24,
,0,-4.74,10,4.06,
,0,-4.84,10,3.89,
,0,-4.94,10,3.69,
,0,-5.04,10,3.58,
,0,-5.14,10,3.44,
,0,-5.24,10,3.31,
,0,-5.34,10,3.21,
,0,-5.44,10,3.09,
,0,-5.54,10,2.89,
,0,-5.64,10,2.88,
,0,-5.74,10,2.82,
,0,-5.84,10,2.73,
,0,-5.94,10,2.63,
,0,-6.04,10,2.55,
,0,-6.14,10,2.47,
,0,-6.24,10,2.39,
,0,-6.34,10,2.34,
,0,-6.44,10,2.32,
"Color [A=255, R=255, G=69, B=0]",Crossline,Photons,15,Water,"20, 5"
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,13.95,0,10,2.54,
,13.85,0,10,2.29,
,13.75,0,10,2.27,
,13.65,0,10,2.31,
,13.55,0,10,2.37,
,13.45,0,10,2.43,
,13.35,0,10,2.48,
,13.25,0,10,2.55,
,13.15,0,10,2.74,
,13.05,0,10,2.83,
,12.95,0,10,2.88,
,12.85,0,10,2.94,
,12.75,0,10,3.09,
,12.65,0,10,3.26,
,12.55,0,10,3.33,
,12.45,0,10,3.45,
,12.35,0,10,3.6,
,12.25,0,10,3.77,
,12.15,0,10,3.97,
,12.05,0,10,4.18,
,11.95,0,10,4.3,
,11.85,0,10,4.49,
,11.75,0,10,4.73,
,11.65,0,10,4.98,
,11.55,0,10,5.25,
,11.45,0,10,5.59,
,11.35,0,10,5.98,
,11.25,0,10,6.45,
,11.15,0,10,7,
,11.05,0,10,7.62,
,10.95,0,10,8.3,
,10.85,0,10,9.14,
,10.75,0,10,10.36,
,10.65,0,10,11.95,
,10.55,0,10,13.97,
,10.45,0,10,16.48,
,10.35,0,10,19.85,
,10.25,0,10,25.5,
,10.15,0,10,32.85,
,10.05,0,10,41.19,
,9.95,0,10,50.29,
,9.85,0,10,59.86,
,9.75,0,10,69.53,
,9.65,0,10,76.73,
,9.55,0,10,82.41,
,9.45,0,10,86.69,
,9.35,0,10,89.9,
,9.25,0,10,92.29,
,9.15,0,10,94,
,9.05,0,10,95.16,
,8.95,0,10,96.04,
,8.85,0,10,96.71,
,8.75,0,10,97.23,
,8.65,0,10,97.67,
,8.55,0,10,98.11,
,8.45,0,10,98.65,
,8.35,0,10,98.95,
,8.25,0,10,99.12,
,8.15,0,10,99.32,
,8.05,0,10,99.65,
,7.95,0,10,100.15,
,7.85,0,10,100.08,
,7.75,0,10,100.11,
,7.65,0,10,100.21,
,7.55,0,10,100.35,
,7.45,0,10,100.52,
,7.35,0,10,100.59,
,7.25,0,10,100.82,
,7.15,0,10,100.81,
,7.05,0,10,100.74,
,6.95,0,10,100.77,
,6.85,0,10,100.99,
,6.75,0,10,101.2,
,6.65,0,10,101.17,
,6.55,0,10,101.06,
,6.45,0,10,101.01,
,6.35,0,10,101.08,
,6.25,0,10,101.25,
,6.15,0,10,101.4,
,6.05,0,10,101.5,
,5.95,0,10,101.5,
,5.85,0,10,101.5,
,5.75,0,10,101.58,
,5.65,0,10,101.73,
,5.55,0,10,101.49,
,5.45,0,10,101.49,
,5.35,0,10,101.57,
,5.25,0,10,101.63,
,5.15,0,10,101.63,
,5.05,0,10,101.52,
,4.95,0,10,101.84,
,4.85,0,10,102.02,
,4.75,0,10,102.02,
,4.65,0,10,101.95,
,4.55,0,10,101.87,
,4.45,0,10,101.83,
,4.35,0,10,101.73,
,4.25,0,10,101.64,
,4.15,0,10,101.56,
,4.05,0,10,101.51,
,3.95,0,10,101.47,
,3.85,0,10,101.35,
,3.75,0,10,101.54,
,3.65,0,10,101.44,
,3.55,0,10,101.23,
,3.45,0,10,101.04,
,3.35,0,10,100.91,
,3.25,0,10,100.78,
,3.15,0,10,100.78,
,3.05,0,10,100.76,
,2.95,0,10,100.67,
,2.85,0,10,100.53,
,2.75,0,10,100.39,
,2.65,0,10,100.59,
,2.55,0,10,100.5,
,2.45,0,10,100.45,
,2.35,0,10,100.4,
,2.25,0,10,100.36,
,2.15,0,10,100.37,
,2.05,0,10,100.4,
,1.95,0,10,100.44,
,1.85,0,10,100.47,
,1.75,0,10,100.49,
,1.65,0,10,100.52,
,1.55,0,10,100.54,
,1.45,0,10,100.01,
,1.35,0,10,100.13,
,1.25,0,10,100.29,
,1.15,0,10,100.39,
,1.05,0,10,100.41,
,0.95,0,10,100.37,
,0.85,0,10,100.34,
,0.75,0,10,100.34,
,0.65,0,10,100.31,
,0.55,0,10,100.21,
,0.45,0,10,100.12,
,0.35,0,10,100.13,
,0.25,0,10,100.23,
,0.15,0,10,100.15,
,0.05,0,10,100.07,
,-0.05,0,10,100.03,
,-0.15,0,10,100.02,
,-0.25,0,10,100.01,
,-0.35,0,10,100.01,
,-0.45,0,10,100.05,
,-0.55,0,10,100.07,
,-0.65,0,10,100.08,
,-0.75,0,10,100.17,
,-0.85,0,10,100.5,
,-0.95,0,10,100.42,
,-1.05,0,10,100.41,
,-1.15,0,10,100.44,
,-1.25,0,10,100.47,
,-1.35,0,10,100.51,
,-1.45,0,10,100.7,
,-1.55,0,10,100.56,
,-1.65,0,10,100.67,
,-1.75,0,10,100.77,
,-1.85,0,10,100.72,
,-1.95,0,10,100.54,
,-2.05,0,10,100.37,
,-2.15,0,10,100.45,
,-2.25,0,10,100.58,
,-2.35,0,10,100.7,
,-2.45,0,10,100.79,
,-2.55,0,10,100.86,
,-2.65,0,10,101.08,
,-2.75,0,10,100.84,
,-2.85,0,10,100.8,
,-2.95,0,10,100.87,
,-3.05,0,10,100.97,
,-3.15,0,10,100.97,
,-3.25,0,10,100.72,
,-3.35,0,10,100.96,
,-3.45,0,10,101.11,
,-3.55,0,10,101.19,
,-3.65,0,10,101.26,
,-3.75,0,10,101.36,
,-3.85,0,10,101.48,
,-3.95,0,10,101.51,
,-4.05,0,10,101.6,
,-4.15,0,10,101.66,
,-4.25,0,10,101.6,
,-4.35,0,10,101.49,
,-4.45,0,10,101.73,
,-4.55,0,10,101.8,
,-4.65,0,10,101.8,
,-4.75,0,10,101.81,
,-4.85,0,10,101.84,
,-4.95,0,10,101.87,
,-5.05,0,10,101.97,
,-5.15,0,10,101.94,
,-5.25,0,10,101.86,
