ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
"Color [A=255, R=255, G=0, B=255]",Inline,Photons,15,Water,"10, 10"
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,0,-8.55,2.6,1.34,
,0,-8.45,2.6,1.53,
,0,-8.35,2.6,1.66,
,0,-8.25,2.6,1.7,
,0,-8.15,2.6,1.73,
,0,-8.05,2.6,1.79,
,0,-7.95,2.6,1.87,
,0,-7.85,2.6,1.95,
,0,-7.75,2.6,2.07,
,0,-7.65,2.6,2.13,
,0,-7.55,2.6,2.19,
,0,-7.45,2.6,2.26,
,0,-7.35,2.6,2.35,
,0,-7.25,2.6,2.43,
,0,-7.15,2.6,2.6,
,0,-7.05,2.6,2.72,
,0,-6.95,2.6,2.83,
,0,-6.85,2.6,2.95,
,0,-6.75,2.6,3.07,
,0,-6.65,2.6,3.2,
,0,-6.55,2.6,3.42,
,0,-6.45,2.6,3.63,
,0,-6.35,2.6,3.84,
,0,-6.25,2.6,4.08,
,0,-6.15,2.6,4.37,
,0,-6.05,2.6,4.7,
,0,-5.95,2.6,5.01,
,0,-5.85,2.6,5.49,
,0,-5.75,2.6,6.07,
,0,-5.65,2.6,6.73,
,0,-5.55,2.6,7.51,
,0,-5.45,2.6,8.43,
,0,-5.35,2.6,9.68,
,0,-5.25,2.6,11.55,
,0,-5.15,2.6,14.1,
,0,-5.05,2.6,17.66,
,0,-4.95,2.6,22.63,
,0,-4.85,2.6,29.51,
,0,-4.75,2.6,39.18,
,0,-4.65,2.6,50.1,
,0,-4.55,2.6,61.01,
,0,-4.45,2.6,71.25,
,0,-4.35,2.6,80.25,
,0,-4.25,2.6,87.34,
,0,-4.15,2.6,91.1,
,0,-4.05,2.6,93.48,
,0,-3.95,2.6,95.13,
,0,-3.85,2.6,96.35,
,0,-3.75,2.6,97.3,
,0,-3.65,2.6,98.08,
,0,-3.55,2.6,98.51,
,0,-3.45,2.6,98.89,
,0,-3.35,2.6,99.16,
,0,-3.25,2.6,99.34,
,0,-3.15,2.6,99.46,
,0,-3.05,2.6,99.52,
,0,-2.95,2.6,99.51,
,0,-2.85,2.6,99.64,
,0,-2.75,2.6,99.78,
,0,-2.65,2.6,99.87,
,0,-2.55,2.6,99.92,
,0,-2.45,2.6,100.01,
,0,-2.35,2.6,100.08,
,0,-2.25,2.6,100.24,
,0,-2.15,2.6,100.4,
,0,-2.05,2.6,100.57,
,0,-1.95,2.6,100.75,
,0,-1.85,2.6,100.99,
,0,-1.75,2.6,100.84,
,0,-1.65,2.6,100.89,
,0,-1.55,2.6,101.02,
,0,-1.45,2.6,101.14,
,0,-1.35,2.6,101.22,
,0,-1.25,2.6,101.27,
,0,-1.15,2.6,101.28,
,0,-1.05,2.6,101.2,
,0,-0.95,2.6,101,
,0,-0.85,2.6,100.75,
,0,-0.75,2.6,100.55,
,0,-0.65,2.6,100.51,
,0,-0.55,2.6,100.32,
,0,-0.45,2.6,100.19,
,0,-0.35,2.6,100.07,
,0,-0.25,2.6,99.95,
,0,-0.15,2.6,99.87,
,0,-0.05,2.6,99.96,
,0,0.05,2.6,100.01,
,0,0.15,2.6,99.98,
,0,0.25,2.6,99.97,
,0,0.35,2.6,100.06,
,0,0.45,2.6,100.23,
,0,0.55,2.6,100.43,
,0,0.65,2.6,100.37,
,0,0.75,2.6,100.36,
,0,0.85,2.6,100.4,
,0,0.95,2.6,100.43,
,0,1.05,2.6,100.41,
,0,1.15,2.6,100.46,
,0,1.25,2.6,100.49,
,0,1.35,2.6,100.54,
,0,1.45,2.6,100.56,
,0,1.55,2.6,100.51,
,0,1.65,2.6,100.37,
,0,1.75,2.6,100.27,
,0,1.85,2.6,100.3,
,0,1.95,2.6,100.31,
,0,2.05,2.6,100.28,
,0,2.15,2.6,100.25,
,0,2.25,2.6,100.27,
,0,2.35,2.6,100.27,
,0,2.45,2.6,100.26,
,0,2.55,2.6,100.27,
,0,2.65,2.6,100.29,
,0,2.75,2.6,100.31,
,0,2.85,2.6,100.33,
,0,2.95,2.6,100.33,
,0,3.05,2.6,100.23,
,0,3.15,2.6,100.09,
,0,3.25,2.6,99.92,
,0,3.35,2.6,99.75,
,0,3.45,2.6,99.59,
